trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA5,MA10,MA20,MA60
20250926,688981.SH,132.71,135.95,131.2,132.27,134.11,-1.84,-1.372,912445.19,12181639.386,131.75799999999998,123.811,115.3635,
20250929,688981.SH,131.0,136.02,129.16,136.02,132.27,3.75,2.8351,1027207.23,13627566.349,133.17800000000003,126.547,116.96600000000001,
20250930,688981.SH,138.5,142.0,136.6,140.13,136.02,4.11,3.0216,986229.0,13794113.059,135.502,129.582,118.814,
20251009,688981.SH,144.0,153.0,137.0,138.91,140.13,-1.22,-0.8706,1662841.1,24249284.345,136.288,131.73399999999998,120.71300000000001,
20251010,688981.SH,134.87,134.94,127.17,127.95,138.91,-10.96,-7.89,1617420.76,21074152.02,135.05599999999998,132.31400000000002,122.035,
20251013,688981.SH,126.0,136.48,126.0,136.47,127.95,8.52,6.6589,1402994.86,18642587.057,135.89600000000002,133.827,122.8975,101.80033333333334
20251014,688981.SH,136.96,137.8,125.8,127.2,136.47,-9.27,-6.7927,1321004.03,17321652.001,134.132,133.655,123.5195,102.49033333333334
20251015,688981.SH,127.18,129.73,124.6,129.56,127.2,2.36,1.8553,807987.26,10284318.328,132.01799999999997,133.76,124.848,103.225
20251016,688981.SH,127.8,130.28,126.6,127.3,129.56,-2.26,-1.7444,612310.62,7841134.057,129.69599999999997,132.99200000000002,126.01750000000001,103.901
20251017,688981.SH,126.85,127.32,120.87,121.98,127.3,-5.32,-4.1791,820528.98,10097285.54,128.502,131.779,126.6025,104.50316666666667
20251020,688981.SH,124.1,125.18,121.69,122.63,121.98,0.65,0.5329,571239.35,7060333.63,125.734,130.815,127.31299999999999,105.11916666666666
20251021,688981.SH,123.8,127.85,122.61,127.19,122.63,4.56,3.7185,784150.88,9888217.346,125.732,129.932,128.2395,105.76966666666667
20251022,688981.SH,125.42,129.27,123.81,126.81,127.19,-0.38,-0.2988,653954.11,8265031.817,125.18199999999999,128.6,129.09099999999998,106.4245
20251023,688981.SH,125.18,128.5,124.01,128.3,126.81,1.49,1.175,634264.02,8038110.025,125.38199999999999,127.53899999999999,129.6365,107.098
